reviews,ratings,date
This resort is absolutely perfect! I couldnt ask for more! What I like the most would be the staff and also the food! Everything was perfect! It is also budget friendly!I’ll surely comeback! ImsoHappy!,5,June 2021
"Checked in last june 7-10, 2021. Very affordable, complimentary breakfast is OK except their corned beef. Room is clean. Their staffs is very accommodating. Ang dami lang surot ng bed nila di kame nakatulog :/",2,June 2021
I've been here so many times and the beautiful beach doesn't disappoint me! Truly a white beach indeed! Me and my friend stayed at La Carmela de Boracay Hotel and I recommend this if you are looking for a cheap and just an Okay hotel :) Clean and good customer service!,4,December 2020
"We stayed for a day before we transferred to Henann Prime. Room was decent for the price, airconditioning was not that cold, breakfast was kind of typical and simple but turned out great. Customer service was not so great. (I left a gray polo shirt on the cabinet, returned the next day to get it from lost and found but cleaners claimed it was not there. Pretty sure It was tho.)",3,March 2021
"Affordable yet quality customer service. My husband & I checked in from feb 2-6, 2021. All we need were given right away especially when my husband got sick. A van was there to help us go to the hospital & the manager even gave us food, gatorade & banana for my husband's recovery upon our check out. Food was great for those who are not ""maarte"". They also offered us to move to a new room since we just knew i was pregnant for me to avoid getting exhausted from walking from building to another building. Thank you for showing sympathy to my husband even though its Henann's responsibility why he got sick. Thank you & continue to serve your customers well.",4,February 2021
"My experienced eating buffet in La CarrmelA is not that nice esp if you are a tourist, food is so cheap not lots of varieties looks like youre eating in a cheap turo turo restaurant. deep frieds feels like a rock .. For improvements pls staff check your customers if they have some allergies,  and put fruits on the table. You Can do a better service 😞😞😞 staff should know and have knowledge on the food. -Jinky Rivera",1,January 2021
"You will get the most value for your money staying here.  Cheap price but room is okay.  They give you a hygeine kit and daily set breakfast.  Location is the best since it is near everything.  Buffet dinner is also value for money.  Plus, they have 2 swimming pools that you can enjoy.",5,December 2020
Chance to have experience the popular resort during the pandemic. Great economy hotel for friends and family.  Easy to locate and good beach front.  Great swimming pool. Food are basic and accomodation are good. ,3,October 2020
"beachfront hotels in boracay are at a premium so imagine my surprise when i got the room at a discount price of 1000pesos per night for nov25 to 28, 2020. normal rate is 3k+ before covid so this is such a steal.  pros: pool was renovated(not heated) and has beach loungers, beachfront is immaculate, staffs are attentive and courteous. room is of good size and cr is clean. each bed has 2 pillows and is comfortable. it has a balcony/terrace (got the semi deluxe room) with small table and chairs. they provide towels, soap, shampoo but no toothbruth/toothpaste so bring your own.  room has a miniref, kettle and cups, led tv and phone intercom. they also have genset in case of brownouts. cons:  room key is still the old style(they should've changed to keycards) and only 1 per room is…",4,November 2020
"Call the hotel first before you book a reservation. Otherwise, they are going to put you at the old building. It look nice online but in reality you are staying at the convent. Free breakfast buffet but the AC is not working well too. ",1,October 2019
Well the hotel is actually on a great spot. The room we had was an executive deluxe. It actually has a bathub but the bathub does not have the stopper where you can fill it with water hahaha. So the tub is never filled with water haha. The room we had is not that really wow. Its more like an old bldg and the buffet in the breakfast is just okay not the best hehe but since its the location is in a great spot and the people are still accomodating so still a great stay. Hehe. Still an experience. 😊,3,January 2020
We had both room # 201 and # 202 and one of the room had a bath tub but the other one which I and my husband had not...so we had some problem while taking shower. Because the drain in the shower/bathroom was not draining very well...and you had water everywhere. Another thing was the toilet ring which was not the right size for it! ,3,March 2020
"My brother in law booked 3 executive deluxe room last November 2019 for my mother in law 60th birthday last March 2. But due to the NCOV-19 issues that started to erupt from January until today, my mother in law decided to cancel it since he is scared considering among the 14 persons booked for the 3 rooms, 2 were senior citizens and 4 were kids which are considered has low immunity with regards to any illnesses. If we don't have senior citizens or kids in the group, then we might push through with our booking. But sad to say, the travel agency Traveloka initially says we need a proof of cancellation from our airline tickets before they can consider refund. But later on, the agency said that it was stated on the ticket that the reservation is nonrefundable. I personally respect…",1,March 2020
"Thank you so much to Jesmar, Bryan, Trecia, Jane, Jayson, Peter and Rabbi for the amazing customer service ❤ also the hotel staff for surprising me with a birthday cake! So thoughtful. Thank you soooooo much 🙂❤",5,March 2020
"Main building is no longer good. When you planning to book here make sure you are not going to choose the main building. And always remember pictures are better than personal ,also most of their staff are friendly and helpful, specially Nino.. ",3,December 2019
"A huge complex, very industrial experience. Best avoided if you value your privacy. Breakfast was a big mess, otherwise the processes worked quite decently. Half of the vendors on the island are on call at the hotel gates trying to sell you anything imaginable.  Private transfer they organize to/from Caticlan airport well worth the 700 pesos one-way that they charge.",3,December 2019
"Better spend a little more and book in a better hotel of you want to relax in Boracay. This place is definitely a holiday bummer.  1. The room and the whole place has a strong smell of Downy Fabric Conditioner, sooo annoying to the nose. 2. There is no toothbrush/toothpaste provided 3. DEADSPOT. No celfone signal and no data connection. 4. Elevator created a screeching sound everytime it closes and opens. And it is under repair most of the time.. that's why one needs to use the stairs,ours was at the 3rd floor. 5. Staff were lousy and doesn't proactively assist their guests. Mga nakatunganga. 6. Do not consume the water provided in the hallway dispensers.. it tasted awful.. obviously, it was due to different dirty hands handling the bottle before it's placed upside down on the…",1,January 2020
"Check in was not a breeze. We had to wait for almost 2hrs before we got a room. The kids were already sleeping on the sofas in the waiting area. I told the receptionist that the phone in our room has no dialtone, i was just promised that they’ll have someone look into it but until our check out time no one has ever check on that phone. I had to go downstairs for every request that we need and had to remind the receptionist everytime about the phone. I asked about late checkout and was told it depends on availability, i understand. Then a few hours before our check out time I asked again if we can check out late and they still don’t have an answer. Such a bad hotel. They had us waiting for 2 hours before we got a room during check in but they won’t allow late check out. Breakfast…",2,August 2019
On our day of arrival we distinctly smell the strong sent of a fabric conditioner which I thought it’s not really appropriate for hotels. You can smell it while you are going up the stairs. It gives us headache. ,1,January 2020
"This hotel is a beachfront hotel with 3 swimming pools. Its very accessible to restaurants in station 3. The size of the room is average, they provide basic toiletries. The staff at the front desk at the new wing is very friendly.They accomodated my request to be transferred to a lower room. pros: location, price, facilities , accesibility, the beach at this station is not so crowded Cons: their breakfast buffet is very limited, no variation same menu.",4,December 2019
"If you can stay in a dirty room with filthy beddings, then go ahead and book here. Called for room service (for cleaning) several times and the staff were unresponsive. Seems like they're too lazy to clean the rooms. Not worth staying here, this will definitely be the last time.",1,December 2019
We ate buffet for 350 php. The staff seems not friendly stirrring at while in dinner . The worse is the security guard outside the buffet building stirring us look like dangerous man. Anyway will not comeback anymore. ,1,December 2019
"The only good thing was housekeeping standards on our second day. On arrival, we were shocked by the looks of our room as I remember booking a hotel not a hostel. The most horrible was breakfast, refill of emptied out food was slow, utensils unavailable, bowls unavailable I saw guests scooping porridge and putting them in cups or plates. Then one night while 5 minutes into shower, water was cut off and after I checked with ground staff. They just apologised that they are servicing level 2 water system and will be out for 2 hours. SERIOUSLY! 10pm to midnight there are servicing water system!!!",2,December 2019
If you want something cheap and right on the beach this place is for you. The rooms are tired but functional and clean with a nice little balcony. Wifi is non existent. If you’re a westerner you can survive on the free breakfast if you go eggs on toast. The three pools are are in very public areas. When I say public I mean people walking past looking in. I am a pool kinda guy and I did not take a dip once because the areas lacked that Resort feel. I would jump in the sea an hour before sunset and float around.  So there are three buildings in this complex and they are very busy probably because of the value for money. The place is over run by people.  Would I stay here again? It’s a positive’yes’. I would stay at a resort either end of the stay though to get that holiday feel…,4,November 2019
"We were a group of 6 and 1 infant, would really love to book a room that we could all stay but for our date, family room were a little to much so we decided to book 2 rooms via Agoda. Fortunately, the girl in the reception were very kind and offered us if we would like to stay in a family room. Before we answered, they showed us both the rooms (family room and semi-executive room) so we can choose. We liked the family room which was facing the pool, so we stayed there for 3 days. Room space was good as well as the aircon which was well functioning. We requested a room service in the afternoon but room service arrived in the evening when we were all tired and sleepy. Breakfast, buffet but a little too crowded. Hotel location is good, surrounded by different resto and convenient…",4,November 2019
"We stayed here for a night. The place looks good and convincing but inside it feels old. The elevator needs repair at times, the rooms can get very confusing at times as they are situated in same floor but different wings but wings cannot be easily differentiated from one another.   Their executive room was good, had a bath tub but mom keeps insisting it was dirty with stains, but I was okay with it. The staff combined our other 2 deluxe rooms into a big room with 5 beds, the front desk can get very considerate at times.   They also allowed us to store our items even after check-out. Impressive staff they’ve got, buffet was also good, food was delicious. ",4,November 2019
"La carmela has been left behind in all major aspects - cleanliness, room facilities, poor customer service etc. And the buffet breakfast is the WORST ive had in the most possible way - pork tocino floating in sauce? hotdog taste like the cheapest there is, watery omelet, and the worst go on. Plus you have to eat that same thing the next day. To those planning to go to boracay, please do yourself a favor, skip this hotel.",1,November 2019
"Stayed for 5 days in this hotel. Their wifi is worst than DSL. Their IT alots 500kbps only. The best you could get is less than than. Do not stay in this hotel. This is worst hotel I’ve ever stayed in boracay for 10 years, can’t even give you a decent speed. I needed to register and use my data for my entire stay. In the room, at the lobby, or anywehere in La Carmela, no acceptable internet.",1,November 2019
My mother spent her birthday here and enjoyed the accommodation so much. A little crowded but still good area to walk from one station to another. Close at the beach and other establishments. Clean beach area.,4,October 2019
"Check in staff disinterested, guests appear to be an interruption to their day. Room basic, beds ok. all doors in the room creak like a ghost house when opened, bathroom door is loose on hinges and does not close. Towels poor quality. Have to request housekeeping/room cleaning. Breakfast is a disaster, too many people, too few staff, no organisation. Food runs out as soon as it arrived then 10 to 20 minute wait for replenishing. All plastic plates and cups. Coffee cup had hole so coffee poured over table and floor when filling. Fruit juice(?) powdered, dishes have too much oil to discourage you from eating. Probably was a good hotel before they expanded and lost interest in providing service, too many guests with poor facilities and even worse service. Probably the worst excuse…",1,October 2019
"Sorry to disappoint reviewers, this is just my experience. Not what I’ve expected, the room differs from what you’ll see online, on the other hand they offer a buffet breakfast.  Easy access to the beach. ",3,September 2019
"Been calling texting and emaling them regarding our room para na make sure na meron kming room. Pagkadating namin ng October 4 d kmi naka check in agad kse wlang kuryente. Kaya walang early check in. Pero ng 2pm na, d pa rin kmi naka check in agad kse pinag hahanap pa kmi ng room. Iba ung binigay na room samin, ung room na binook ko is 3 semi deluxe, pero nkipag deal ung manager na si miss precious na maayos naman kausap kesa sa mga nsa frontdesk. Kaso binigay samin isang room na panoramic room at isang semi deluxe, d lumalamig ung panoramic at pinalitan pa ang ac pero wala din. Binigyan ulit kme ng kwarto with 4beds plus 1 semi deluxe pero d na nmin tinanggap dhl ang hihina ng nga aircon nla. So bandang huli napilitan sla ihanap kming 3 semi deluxe na original na book nmen plus…",3,October 2019
"This place really is the pits . Normally I would not worry about the internet connection but as phone data would be so expensive you need it there . But in the 5 days we stopped in was conectable twice for 10 minutes . Lift broken down 4 times ,power cuts are a regular occurrence. Really can't comment on breakfast as walked down once to the canteen and gave it up,while I appreciate it's not a English breakfast I'm happy to try foods were ever we go .but this was just a manic free for all.  Management have no control over noisy guest roaming around at 3 in the morning and don't really want to stop it .  As for room cleaning comments have you have to ask for it to be done ,they did our room ,changed sheets new bath towels but left the dirty cups on the side . Under neath the bed…",1,October 2019
"We regret staying at this hotel. We've requested a clean up in the morning, and housekeeping went in after 12 hours. And we had to complain first before  prioritizing our request. The breakfast buffet selection really taste so bland. We ran out of toiletries  inside our room and we requested for a refill and they are taking so long. ",1,September 2019
"Book your stay here. Located at the beach front of Station 2. Near everywhere. Price is reasonable. But food needs improvement.  Hotel I think has 3 separate buildings each has its own pool.  Unfortunately, elevator was out when we stayed here so it's a hassle if your room is located on the 3rd or 4th floor.",4,September 2019
"I stayed here with my family for a vacation. This hotel is soooo big that It can be tiring to go out. We stayed in a family room good for 10, btw, we are 8 in our group. Only one comfort room is provided, wish it would be atleast 2 since may people will occupy the place. Room isn't sound proof, you can hear everyone walking and talking outside. Room service can't even accomodate every request of room cleaning. We had to follow up 3 times since they lack staff. Hope they can provide quality service regardless of their size. Given a chance, i would have chosen diffrent hotel. We can't transfer to a different hotel since they made sure that the online reservation made cannot be cancelled. Plus sheets and towels aren't in good condition either. Your  breakfast also sucks.",1,June 2019
"Last August 22-24,2019 my friends and I went to Boracay to have a reunion. We hadn't been to boracay for sometime and decided it was the place to be .  We were booked at La Carmela de Boracay. We had heard the place being mentioned on TV by a well known host and thought that if he was mentioning the place every night on his talk show it must be worth it. We thought wrong. We got 4 rooms and was able to checkin at 2pm. The room was decent and was not cramped. But the other things inside the room was a no no for us. The bedsheets were sandy in texture and we were not sure of the color as it was kinda off white, or grayish or bluish. We couldn't decide. The pillows were so hard you could hit a person in the head and knock him unconscious. The towels were so rough to the skin that…",1,August 2019
"I wouldn't stay here again, nor would I recommend this hotel to anybody. Don't let their photos deceive you. It was noisy, the room smelled, the towels and sheets were old, discolored, and smelled like mildew. I bought towels from a shop to use rather than the hotel towels. I should have bought sheets too. The only good thing about the hotel would be the breakfast buffet (it was pretty good) and the proximity to the beach.",1,August 2019
"The trip to the room was horrible starting with a tiny elevator barely able to fit us and our luggage, then to a set of stairs we had to go up with no help from staff.   Then once in our room the window latch was broken and the window was stuck open, we can also see outside from our A/C unit. Not like we want to see outside because our view is a moldy wall and a fence. the room was also full of mosquitoes which isn’t ideal in philippines.   Then there was five of us we had a room with two beds and when we ordered a third bed it didn’t come for about an hour, the room was insanely hot when we came as well and there is nothing in the fridge and there were no towels when we entered the room even though the room said it comes with four bath towels one hand towel and one foot towel.…",1,August 2019
"Staff doesn't want to collaborate when something is gone and its their fault, be careful with your stuff...  There are a lot of hotels in the area, don't go in here, they are not as nice as they seem...",1,August 2019
"We order a family room for 10 days, but we regret after 2 days. Smell pie from aircon, so we complain and they change the unit, it got better after that, but still smell a lot of chemicals in the room.   We wanted to shorten our stay, because we feel so overall disappointed about the hotel. It's very noisy, they all walk around with walkie talkies on high volume, staff talking loud in corridors, and this starting around 5 in the morning always.  The swimmingpools, size was for very small children, and it's not alaud to bring your coffie and sit down there..I was sitting down on the floor, Ieaning back to the wall, want to drink my coffie while watching my 7 year old son, but was told to go other place. This place have no other place to sit down than in restaurant, where they…",2,July 2019
"Pros: cheapest based on location and facilities, allowed early check-in, room request accommodated (transfer to another floor), with entertainment including fire dancing show in the evening, free mineral water refill located in the hallway Cons: poor wifi and no signal in our room, does not reply to Agoda messages, towels too old, only 1 elevator in the main building, requires Php2,000 deposit upon checkin, beach towel fee is Php50 Everything else as described in the website",4,July 2019
"Room we had was cozy and homey. Had complete necessities inside, they even had a blow dryer and that's a thumbs up. Food kinda lacks flavor but is okay tho. All in all I can recommend this to my fam and friends.",4,June 2019
"Ive been hearing this property before and became interested staying when I go to Boracay that's what Ive said to myself. Finally! it became a reality! We stayed for 4days/3nights July 4-july 7, 2019 under Travelonline. Everything was good except for wifi and the room is not a sound proof. you can even hear people talking in the corridor. The room is simple yet we don't mind since were not going to stay 24hrs in there. there were just not enough amenities such as slippers, toothbrush and a lotion. Even its only a standard room it should be provided. Also the wifi they said its free but for the whole duration of our stay we weren't able to use it. our own date is more useful. I love their buffet breakfast! it can make your tummy full right away in which you don't need to take…",4,July 2019
"Boracay as an Island is amazing, the best beach ever in Philippines if not in asia and one of the top destination world wide. The hotel (La Carmela de Boracay) is cost effective and I recommend it. Dont try the breakfast it is too crowded but surrounding you there are other options.",4,November 2018
"We stayed here for 3 days, we had two rooms. The place is very nice and well kept. My only complaint is that for 3 days they had exactly the same breakfast day. This got old for me. I was hoping for some variety. The location is not bad, they have two locations, one is directly on the beach and other is not. I would have preferred a location on the beach, but we did not get that. When you book this place make sure you request a room located on the beach side.",3,July 2019
"June 2019 , my birthday wish was just to go to Boracay.. La Carmela was an icing to my cake . We arrive to the facility june 10 and the crew was very accomodating, It was a bit busy because a lot of people booking that day but they were able to accomodate us very well .  The room was spacious enough and we enjoyed or stay in the hotel .  We will soon visit Boracay and surely we will choose La Carmela de Boracay for our next stay .  Thank you ",5,June 2019
Worth the stay. Nice and delicious buffet breakfast. Hotel is really a front beach.Rooms are clean although towels are a bit yellowish but you can always ask for a new ones. Staff are corteous and polite. I will definitely go back to Bora and stay here @La Carmela👌👍🏼,5,June 2019
Stayed here 3 days and 2 nights. Staff is accommodating. Room is average with basic necessities. Not bad for its price. What I love about the hotel is the buffet. Super love the food! It is also very near to the beach (walking distance) and close to a lot of restaurants and bars. What I hated the most is the wifi connection because it was so intermittent when we were there and can only be accessed in some areas in the hotel (I cannot access the internet from our room). Globe data connection is also not good in the area. The elevator was also not working during our stay so we had to go up and down the 4th floor through the stairs.,4,May 2019
With all the bad reviews i have read about this place i was getting prepared for it. But what i experienced is the opposite to what they say. First of all i was glad that we were upgraded to a four beds room accommodation located on the far end of the fourth floor which is good for aside from being private it is peaceful n quiet. The room was clean and complete with all the towels and toiletries. Cleanliness of the room depends on how you keep it clean. The staff were nice esp. when you are a nice person yourself. Since it is a big place so the dining area gets crowded during meals. Overall our stay here is good n enjoyable esp. it has a beach front and very near to many restaurants and establishments.,4,June 2019
We bought 4 nights stay for missionaries balikbayan... But they were not able to travel to Boracay and stay at LA Carmela de Boracay due to emergency medical reasons... Traveloka helped us to appeal to the hotel but the refund was not granted... All medical documents were given... No compassion for the sick... No full refund or even a portion of refund would be appreciated!,1,June 2019
"June 2019 I waited for this moment to spend my Birthday in Boracay .  Along with my family, we enjoyed the scenery , the ambiance and  of course the warm welcome from the la Carmela de Boracay Staff .  We like the room , it was good enough for a family . 2 beds and a cozy place to rest after a long walk from Station 2 and 3 . I will recommend the place to my friends and family members too , so they can experience the feeling being  pampered by this Hotel on their vacation and Island trip ... Thank you .... you made my birthday memorable . We will soon go back to Boracay .. and you will be my top choice for the place to stay .... #LaCarmelaDeExcellent",5,June 2019
"We are 14 pax and booked 4 rooms.Since this is a 3star hotel we understand how poor the service is.There are too many to mention like a grayish room towel and worst when we checked out.It is just a few minutes when we checched out.When my sister remembered she left her wedding ring and engagement ring in the bathroom. She immediately asked for the key and voila the rings are gone.We reviewed the cctv after we have the cctv request letter from the Police Station.Only the floor leader entered the room.We asked them but they said that there's no rings to be found in the bathroom.She just got married last June 8,2019 and we checked out last June13,2019.How sad is that?!!Dont you ever leave your stuff here!!!Better find a decent hotel like Henann.I cant compare Henann regency to La…",1,June 2019
"we stayed at ground floor of main building few steps to the pool and beach. Need to go to the other building (crossing the street) for their set breakfast. Our first day buffet dinner - all are salty except their watermelon for the dessert. 2nd day buffet dinner, beef mushroom is already spoiled. Their set breakfast -choice of 1] longanisa,rice and egg,2] ham,rice and egg 3] chicken,rice and egg. it's so wrong that i have chosen longanisa. the ground meat they use is already sour. Blankets, pillows and towels don't look fresh because instead of white its already greyish. I suggest that you use chlorine powder and or oxycylite powder in washing them or better yet time to change to new ones.",3,June 2019
+ Beach front + Pool  - Rooms need to be maintained - Furnitures/fixtures has to be replaced; old and smelly - Restrooms has to be well maintained and cleaned all the time - Hotel has become too crowded due to additional buildings,3,May 2019
The reception is accommodating but the quality of services are not in par with the cost of the hotel per night. The food is otherwise okay but the quality control is not really that stable. I wish they could at least offer variety of food that is both tourist friendly and good.,2,June 2019
Old hotel but reasonably maintained.  Furnishings are a bit outdated but at least they are functional.  Staff needs to be trained to be more courteous and approachable.  Very Near the beachfront.  Elevator was under repair that time but it is ok.  Nice and spacious conference halls.,3,May 2019
