reviews,ratings,date
Best sunset view I’ve seen. Clean hotel and helpful staffs. Smooth transfer from airport to hotel and back. Everyone in the hotel go extra miles in what they do. Food is good and lots of selections.  ,5,May 2023
"We had a magical stay at Crimson Boracay this week. Why? - the staff are proactively helpful, asking if they can slice a whole apple I grabbed at breakfast, to pool staff asking if they could help us take our photos - Ver and his team at Azure Beach Club (restaurant and bar) provided excellent food/drink recommendations. Food was amazing. Ver went above and beyond to make our experience special - The private beach on the property is exceptional. Probably the best we've ever been to, and we've been to Hawaii, Mexico, even Bali. Soft sand. Water is clear. The Shangri-la's beach is sadly nonexistent, rocky, and not inviting. - Saffron Cafe breakfast. Taste of food and service was incredible. Get yourself an iced latte! - Room. We stayed in 4201, Indigo building. Loved the view and…",5,May 2023
"Best resort experience by far…. I’ve been to a lot of resorts as my family loves going to beaches and Crimson Boracay is the best. From the suite we stayed at, facilities, and especially customer service. We’ve been here twice and both experiences have been awesome!",5,May 2023
"This was my second stay with Crimson Boracay, and it never fails to amaze my family with the great service. For sure, I will come back again.  May God bless your Team. Until we meet again  Thank you so much",5,May 2023
"I highly recommend Crimson Boracay because of the nice and big rooms, good food plus the superb service of all the staff, from Sales, Front Office, Concierge, Housekeeping, F&B and all the staffs are well trained and excellent.",5,April 2023
"Amazing hotel, the service of each one of the personal is wonderful, feels like everyone is making the best for you to have the most wonderful vacation. The privet beach is perfect, a peace of haven on earth!! The infinity pool overlooking the sea is amazing. The restaurants serves delicious and fresh food and drinks We had the most wonderful vacation we could ever dream of.",5,April 2023
"Let's start from the beginning and with the positive-- the arrival via land and boat transfer was very easy and felt very lux. The beach is incredible and has the luxury of beach chairs (which are not available at many of the other resorts in Boracay due to local rules). The food at the buffet breakfast was good, as was the lunch offerings on the beach. The room was well appointed. I also have to give kudos to the water sports coordinator for suggesting a superior tour guide that organized private island hopping.   The reasons for giving this visit a 3 out of 5 are many.  This was not a 5 star experience and the price was only worth it for the beach.  Some things were out of the hotel's control that negatively impacted our trip-- internet went out and power was out in much of…",3,April 2023
"This was our second time at the Crimson Resort. We are so happy that we returned. We love the beach, the room and the food in the various restaurants is great. There is plenty to do around the hotel - so the whole family had a great time. The whole Crimson team took great care of us - but BeeJay at the beach stood out. Every day he took good care of us. ",5,April 2023
"We thoroughly enjoyed our stay. Very accommodating staffs esp.the receptionists Somin and Zion,thank you for assisting us.   The bartenders at azure beach club was great esp. Bee Jay thank you for always looking after us.   The Gm Mr. Patrick was very nice.  They gave us a fantastic room which is Seaview  you can se the fine sand white beach and it was awesome. The breakfast was great.  Overall our stay in the resort was perfectly splendid. 😍👍🏝️",5,April 2023
"The beach front is beautiful, the staff friendly, and the experience luxurious! It’s great for old couples & young families. I only wish it was closer to Station 2.  I wish there were more shuttles available within the day. Still, I enjoyed breakfast buffet at Saffron, dinner at Mosaic, the foam party at the main pool & the gym.",4,April 2023
"This property is more about functions than being an exotic beach resort. They had a function for 70 - 200 people on 5 out of the 7 nights we spent here. The people coming for functions outnumbered the regular guests at all times.  Some of the function crowds were noisy during the day. You needed ear plugs to sleep most nights.  We went to the Shangri-la after 7 nights here and we could  their party noise at night 700 meters away.  PROS -stunning location, beach and views -excellent service + good food -everything was immaculate being a new hotel -loved their premium sea view suite -great beach chairs -beach chairs well laid out   CONS -never ending functions -the number of function guests outnumbered the regular guests -hotel is too small for so many large functions -huge…",4,April 2023
"This is our second time in Crimson and we love the beach and the pool. The food is good too. There's really no need to go anywhere else when we're in Crimson.  The staff are great too especially the ones near the pool. During the  foam party which usually happens on a Saturday, my kids joined in the fun. But my little boy struggled in the foam. It's a good thing the lifeguard were on watch and this lifeguard quickly fished my boy out of the pool, and while I tended to my son to make him feel comfy, he watched over my daughter in the pool to make sure she's safe in the foam. What would have been a scary event, was saved by their quick lifeguards. You're sure to have a fun and safe stay in Crimson! Thank you , Crimson!",5,April 2023
"The best in everything! They have the best beach, best complementary breakfast buffet includes a lot of choices, we had small issue with our deluxe room and the staff that was incharge with our stay make sure that because of that we where move into a much better place and surprised us to a sea view suite it was the best! I can’t thank the staffs enough for over exceeding my expectations 🙏🏾🙏🏾🙏🏾💕💕💕.pool closed early like 6pm  and 8pm maybe in the future Crimson can do something about the time for their pools but other than that it was a ⭐️⭐️⭐️⭐️⭐️ five star ! I highly recommend it. Amenities was amazing, structures are modern! Thank you Crimson staff 🫡🫡🫡🫡🫡 I will for sure go back! Before I end my review I wanna thank the cleaners who came to clean our room with a…",5,April 2023
"We thoroughly enjoyed our weekend at Crimson. Villa was very nice and well-maintained. A-1 service from all the staff, they really do go the extra mile to make sure that your stay is seamless. Detailed guides were given about the amenities, and their Guest Services team were always on hand for anything we needed. Thank you Crimson team, we will be back!",5,April 2023
"We had an incredible vacation at Crimson Resort & Spa Boracay. We enjoyed it in every aspect. Our suite was astonishing, the various facilities (swimming pools, gym, library) were extraordinary. Breakfast was reach and delicious. The 3 restaurants served exquisite cuisines. The private beach was breathtaking, The staff was professional, accommodating, warm, kind and very generous. We will absolutely return!!! Thank you soooo much for a wonderful experience.",5,April 2023
"I'm a Concierge and my fiancée is a Duty Manager, so we tend to be very keen on details. To sum it up, Crimson Boracay truly impressed us and will be our go to every time we return to the island.    The staff was attentive and genuinely kind. Service was quick and efficient. Food and drink are highly recommendable (Azure in particular is deserving of its accolades. I was there last year, and I have to say, the quality is still top notch). And the arrival and departure experience were top level. It definitely makes a difference in setting the tone of the guest's stay.  Big thank you to Roger and Third! They're up there with the best Concierge in the country today and truly exemplify what it means to be Golden Key holders. For the rest of the staff from F&B, HK, GSO and…",5,April 2023
Expansive but intimately designed property with different tiers of hotel rooms and pools. Views of the beach are spectacular. Food selection at Saffron Cafe is superb. The beach is public but it seems private because it's a bit closed off due to two big rock formations.,5,April 2023
"After 6 days at Station 2, my wife & i decided to spend 3 our final 3 days in Borocay winding down at Crimson Bay Resort. We stayed at a plunge pool suite. The accomodation was spacious, well appointed and situated within a short stroll of the resort's main attractions. We really enjoyed our time here. The private beach is fantastic. The breakfast buffet was the most extensive we have ever come across and made all the better by our charming host Ray who went out of his was to make us feel very special.",5,March 2023
"Was a lovely hotel, maybe we would of been more amazed if we had stayed there first.   First week we stayed on station 2, then arrived at crimson for the second week.   We was really looking forward to our stay the room was decorated really nicely and modern just the beds being on the smaller side of a double.  Room was clean just the balcony had the previous guest’s cigarette butts on the floor.   In our previous hotel we loved that you was always offered ice water whilst sat around the hotel, towels wrapped round you soon as you exit the pool and just remembering your name.   As it’s a larger resort it just lacks that  personal touch.   The food was ok but not to our taste. We are not picky but I was shocked they didn’t have a restaurant dedicated to Filipino cuisine.  The…",3,April 2023
"I booked this trip for my family and we all had a blast. We stayed in the ocean view suite with pool access and it had the best view of the sunset. We start our day by having breakfast at Saffron cafe which had a wide spread of food. It was all delicious. Afterwards, we would all take a dip in the pool which was huge and very spacious. I was told that it was a full house at the resort but with the layout of the place, it definitely didn't feel like it. Im so glad I booked my stay in this resort. I will be coming back.",5,April 2023
"Staff was very accommodating and friendly. The breakfast buffet was really good, not only because of the many selections but also each dish was full of flavor. We also loved our dinner at Azure. My 2 daughters loved the main pool which was open until 8pm, allowing them to have an extended swimming as the beach can be used only until 6pm. While there were only few available, the use of kayak and paddle board was free.  For me, best time to go out is early morning. Our Deluxe Hillview room was very clean and with sufficient space for family of 4. All drinks we found inside the room were all free and nespresso capsules were also provided. While there was no microwave in the room, they could heat up food anytime by request. Lastly, the unexpected surprise was meeting and having…",5,April 2023
"-Great modern hotel -Fantastic food at all 3 restaurants (Mosaik resto was our favorite) -Best beach from all station zero hotels -Very modern room and villas -The staff us awesome A special thanks to GM Patrick, John, Henz and Nel the concierge!",5,April 2023
"Overall, it was a great experience staying in Crimson Boracay - staffs are accomodating, pleasant/warm - I appreciate that there is a viber chat to inform me about all important details on resto, activities and facilities - breakfast variety is great, organized staff. Less waiting time - the villa we stayed in is awesome! - special shout out to Ms Mercy of Saffron Resto, Ms Paoline of Azure Reato, Mr John of Guest Services. Excellent customer service!",5,April 2023
"Awesome stay at this resort.  The amenities are excellent which match the brilliant service and food.  We stayed in a villa which I highly recommend.  Own private pool, private villa host to assist in booking everything you want and access to 2 hours of nibbles and drinks at Mosaic restaurant in the afternoon.  Some particular mentions are: Great variety of pools Kids club (crim zone) - our 7 year old daughter could not get enough of.  The staff are brilliant and it is even free. Our private villa host Heinz made us feel very special and sorted everything for us Restaurant options and quality of food Afternoon cocktails at Mosaic - incredible food and amazing service by Jovi and her team Beautiful white beaches with crystal clear not freezing cold water All round great value…",5,April 2023
"It was my family's first time together in Boracay and picking Crimson was the best choice we made 😍 Even upon arrival, it was already flawless; you immediately felt pampered even at the Welcome Center, room checkin was a breeze, and assistance was ready on hand with requesting for etrike services when going out if you didn't want to ride the hotel shuttle. The suite room and 2 deluxe rooms well suites our family of 5 with my folks and my brother with his partner. It was well appointed and kept clean at all times. While we intended to do other activities at the main beach, we ended up just maximizing and enjoying the hotel facilities given the huge influx of tourista during our holy week stay. This meant lots of time in the resorts 3 pools (all well maintained and a with a…",5,April 2023
"As always Amazing 9 nights at Crimson Boracay smooth ARRIVAL & really easy to get to thanks to the resorts pickup/transfers. We arrived at Caticlan airport and picked up and sailed from Crimsons private arrival lounge   Decided to book Crimson for the third time as me and my family  is keen to a low key private area with not so many people,. This resorts is the perfect balance if you’re into privacy but at the same time want to be able to  see or do social interaction in the nearby beaches so there is some of both worlds  Its nice since there are a huge number sites & Activties very close to the hotel. The hotel make safety a priority, as well as fun & relaxed  The beach is a tropical paradise, very peaceful as theirs is only 3 resorts on this beach it gives you a vibe of a…",5,March 2023
"This is an amazing hotel. Rooms are comfortable and clean, food is great, service is perfect, place and the beach are above expectations. In the Azure restaurant Ver and Gen, Cherry, and Yang Yang and the whole team are amazing! The place is well-managed, any issues are resolved immediately. Every team member does a great job. You feel at home, you feel taken care of, the service is welcoming and personal. Thank you for a great holiday. I have been in many good hotels and this is in the top of my personal list. Definitely coming back. ",5,April 2023
"This resort is phenomenal, everyone is so friendly, the grounds are ceaselessly maintained, and the breakfast buffet is second to none. I loved arriving by boat to the beach dock, being greeted by each and every staff member anytime we crossed paths, and the convenient shuttle to station 2 and d'mall. Architecture is breathtaking but sometimes formal over functional, like the bathrooms having only glass partitions between toilet, shower and bedroom (lacking privacy). Ram was our angel at check-in, Ray welcomed us every morning in Saffron Cafe, Mark at the pool bar doing the most with only one blender, and HAZEL at the Aum Spa. Her Aroma Massage was exceptional with the very firm and consistent pressure that I had requested. Would highly recommend for any stay in Boracay!",5,March 2023
"Spent 6 days at this luxurious resort and spa. I would go back tomorrow if I could. The room was comfortable, clean, and cozy. Staff was impeccable and so nice and patient. Used the spa for three treatments and each one was awesome! Food was yummy, the breakfast buffet was the best, and getting room service was easy. Thank you for spoiling us!",5,March 2023
"Crimson has delivered very personalized services to us. I especuially like your hotel's infinity swimming pool, and the view is amazing. I am lucky enough to stay at Jin's Room, and lots of colleagues are jealous of me!",5,March 2023
"We’ve been to Boracay many times and have stayed at different properties throughout the island. Of all the places we’ve stayed at, the Crimson Resort and Spa was a cut above the rest. Although their rates were on the higher side, the value you were getting was well worth the cost. From the comfortable airport transfers, beautiful & spacious rooms, well-prepared meals, a pristine & exclusive beach and first-class service, you will definitely be getting your money’s worth.  We booked a total of four rooms for our group including a couple of sea-view suites. The view from our room was amazing and we had a balcony where we can lounge around while having a few snacks and drinks. Our room was very clean and tastefully decorated. The toiletries they provided were excellent.  The food…",5,March 2023
"Me and my fiancée had a very beautiful and wonderful experience！ We had Dennis, who fetched us and gave us an introduction of the island we appreciate the small talks. For our reception THANK YOU SHANIAH for the birthday surprise, my fiancée loved it.  SHOUTOUT to MOSAIC team for helping me with my spontaneous decision and helping me set up for a surprised proposal!   Transportation: would prefer if we had a bit more shuttle van rides in between during afternoon instead of every 2 hours therefore if we missed it, etrike is most likely the only choice but needing to go through the gravel road with etrike everytime hurts my back hahaha however it's understandable since its free of charge.   Food:  Azure: Azure Burger and MANGOMISU is a must try, rest taste just as good but nothing…",5,March 2023
The Transportation provided by Crimson from airport to resort was an amazing touch. Property and private beach was very clean which exceeded our expectation. Restaurant had excellent food selection and taste was flavorsome. Breakfast buffet had excellent selection of food from different ethnics. Dinner at Mosaic was delightful and the steaks were top-notch. Rooms were spacious and well maintained. Crimson was clean and well supervised by staff. Spa day was calming and alleviating. All staff are properly trained and very professional. We had all positive experience at Crimson Resort Boracay and including our adventure to Dmall area. We highly recommended experiencing Crimson Resort Boracay. We are looking forward revisiting Crimson Resort Boracay in the future. Our family would…,5,March 2023
"We had a wonderful stay here, from the lounge, to the speedboat, to the front office and specially the room and food! Kudos to all the staff and crew! A world class Filipino hospitality..Filinvest hospitality!",5,March 2023
"Best hotel with superb service.   I had my wedding at Crimson Boracay last March 4. To this date, my guests are still raving about how beautiful and fun my wedding was. Thanks to the very capable team of joyce, ivan and anthon. My wedding and our stay at Crimson was memorable, will def go back.",5,March 2023
"My favorite thing about Crimson is the delicious breakfast spread. The views are also nice and so is the small but pristine beach. They also have a shuttle service and there’s flipflops in the room that you can use for the beach. Oh and the toiletries smell divine. Room is ok but 1. They forgot to give me the welcome snack and had to find out from others, 2. the phone was confusing to use, 3. There’s no door to separate the bath from the main room but at least the toilet and shower area are separate and you have the privacy should you need one; 4. There is nespresso but the pod guide was printed in black and white so one couldnt tell which pod is which. The resort is quite big and I got lost a couple of times due to lack of signage while certain areas are under maintenance. The…",3,March 2023
"I love everything about Crimson Boracay... from the moment i made my booking, up to the moment they dropped me off back to Caticlan airport. The total experience was just remarkable! Hassle-free travel from airport to their welcome lounge to the receiving area at the resort, the wide variety of daily breakfast at Saffron, the very comfortable bed and pillows, the spacious room and bathroom with complete toiletries (i love their body wash), the pool and exclusive beach where you can chill all day long and enjoy their happy hour, their daily shuttle to Station 2, their helpful, friendly, courteous and accommodating staff and managers (shout out to Roger  Manuel and Ray Pingolio who really made sure I was always attended to). Thank you Crimson for the wonderful experience. Will…",5,March 2023
"It was an outstanding vacation and a perfect resort to relax, without being too far away from the city center in Boracay. Everything I could expect was at least matched if not excelled. Outstanding service, beautiful beach and prime facilities plus some special events on-site (BBQ at the beach, foam party funny not only for kids)",5,March 2023
"Loved our stay! The size was fantastic, location was amazing and facilities were great. The best view from our room overlooking the pool and the beach and service was excellent, everyone was friendly and kind. Food was wonderful and the hotel was very well kept, the room immaculate. We love our suite. When my friends saw the pictures, everybody wanted to go! I have highly recommended to family and friends and everybody else willing to listen! We will be back!",5,March 2023
"Everything about this place was superb, from the well-thought of facilities, to great food selections, and amazingly friendly staff. It is commending how attentive the entire crew is - keeping it consistent to ensure we get a pleasant stay and trying to address our needs. The privacy and serenity of the place are a gem. From the very start of the experience of airport transfers, to the warm welcome in the holding center, even the boat transfers where the lads were very assistive and kind, til your stay in the resort, all remains consistent with the stamp of crimson - guest satisfaction. Definitely looking forward to going back to this new tradition we'll drfinitely keep doing. And cheers to the compli sweets for my birthday celeb!",5,March 2023
"Our new fave resort in Boracay! We had an awesome stay. Crimson Boracay is beautiful! Great location, away from the busy and crowded part of the island. The view from our room is just fantastic, crystal clear serene beach plus the lovely, warm& smiling staffs. We super loved our stay in this resort. Thank you Crimson Boracay specially to Shaniah & Soomin for taking care of us during our stay. We are definitely coming back.",5,March 2023
"I highly recommend Crimson Boracay if you want an all in one resort. Luxury, privacy, good food and good customer service. They attend to all requests big or small and they make actions right away. Definitely worth your money.",5,March 2023
"Our stay was amazing and everything was hassle-free. From the moment you land in Caticlan airport, you will be warmly welcomed by the Crimson team. The staff was very hospitable, kind and accommodating.  We were blessed to have the resort as our wedding venue. Our HEARTFELT thanks to the Crimson Resort and Spa Boracay, especially to Sharmaine and the rest of the Events team. We will definitely go back to this paradise!",5,February 2023
"We had an amazing stay during our very first time at Crimson in March. The resort is well kept and modern, rooms are spacious, food is delicious especially at Azure beach club. We loved everything, the staff made us feel like home with their kindness and great hospitality skills. Special thank to Bee-jay for the outstanding service at the beach and pool area, and to Karla from the Spa for the best massage my partner ever had.",5,March 2023
"The staffs are affable.. The resort is so nice that my son doesn't want to go home anymore. The architectural concept of the resort has a  mix of modern, unique and nature design. They also have lounges and playroom indoor and outdoor, activities etc.. Overall it was a great stay, to the point we want to schedule a booking already.. ",5,March 2023
"Thank you ray, for good service very kind and down to earth. So lucky to meet you I reqd q lot about your reviews.  You are one reason why we choose this hotel.  Were still in-house but still thinking when to go back.  Thank you gor the tea.",5,March 2023
"Boracay, my dream island. My dream resort there.  The wonderful correspondence starts from the moment you get off the airport. Without paying the entrance fee to the island, we were directly picked up by a car. They collectively settle the bill when you check out of the hotel.  Normally they would take a fast boat directly to the resort, but the waves were so high that day that we went to the nearest port and drove to the resort from there. Safety first.  The accommodations are very spacious and luxurious. The views from the rooms are also wonderful.  The beach and pool are completely private and very relaxing. Boracay is world famous, so stations 1, 2 and 3 are full of people even on weekdays. I would recommend station 0 for a relaxing stay.  The staff and their smiles were…",5,February 2023
The place is so serene beautiful shore staff are polite everyone is helpful room so clean bed is so comforting then .ray the marvelous ray so hospitable kind and funny. Love the place we will comeback real soon.,5,March 2023
"The Crimson Boracay was 5 stars all around. Their location in station zero was incredible. Beautiful views, secluded from all the hustle and bustle of downtown and a white sand beach with crystal clear water. The resort is beautifully designed and maintained. The view from our room was incredible. The restaurants on the property do not disappoint. The food and drinks were all exceptional. The breakfast buffet rivals the best buffets we have ever been to in the US or Europe. Most importantly, their people are also 5 stars. Boboy, Arth, Francine, Joy, Eli and Hazel are incredible people. So friendly and amazing service. There was not a person we spoke that was not smiling and appreciative of us being there. Can’t wait to go back again.",5,March 2023
"Our stay at Crimson Boracay was absolutely exceptional.  A special thank you to Francine, Joy, and Ram in guest services for all their help going above expectations during our stay.  Our housekeepers Anthony and Nico were amazing at keeping our rooms in top shape and to the bartenders Boboy and Arthe for their amazing drinks and fun experience at the bar.  Our trip was super memorable!",5,March 2023
"The hotel is at Station Zero. It is perfect as they have their own beach. We had room with ocean view - fantastic! The hotel is 5 years old. Good location, choices in breakfast, choices for dinner as there are a few restaurants, entertainment for kids, reliable shuttle service to the town.  Negatives: a lot of miscommunications between staff in restaurants and reception. Our room was getting clean daily but at the end cleaning service slowed down. Was very noticeably. The balcony got cleaned once only! Watch how drinks are made in happy hour as you can receive half glass of wine instead of standard portion glass of wine…  However, overall it was a good stay!",4,February 2023
"We were a family of twelve -- 2 senior parents, 7 adults and 3 kids and the experience was top notch! All smiles from everyone which was an answered prayer because we really wanted to give than a luxurious vacation and we achieved that. Thanks to the amazing staff of Crimson from airport to the private lounge to our our villa -- everything was such breeze and with much comfort. Amazing breakfast, great cocktails selection and wonderful birthday surprises as I was celebrating my birthday too.   Whenever we needed something, the guest services joyfully indulged. No request was too difficult, they always managed to work it out. We will definitely come back!   You're the best Crimson team! ",5,February 2023
"A very complete hotel. Impeccable service. Everything is done to satisfy the customer. The food was delicious, the room sublime and the facilities varied. Our kids keep asking when are we going back 😂. Thank you for making our stay unforgettable.",5,February 2023
