reviews,ratings,date
"First of all, from entering the place, the lobby bathrooms are so dirty. No tissues, wet floor, and never did I see any personnel clean it.  The rooms are so small, and when we came in the room, it had no shampoo, soap, toothbrush, and even the coffee packs.   We requested for an extra mattress but it never came, and they all just told us that it couldn’t fit in the room.  The lobby personnel also often rolled their eyes at me whenever I would inquire about the scheduling of the transportation.  THE FOOD! WAD TERRIBLE! It was so expensive and it wasn’t even close to being good. They were either too salty or too bland. A meal for one is about 700 Php and you didn’t have a choice because it’s so far from the stations 1, 2, and 3.   Another thing I hated was the service shuttle.…",1,April 2023
The hotel staff are very accomodating esp Darwin at the front desk. Amazing hotel and we had awesome stay at the Savoy. Good breakfast buffet. Free shuttle to and from D'mall. Short drive/ walk to private beach. ,5,April 2023
"Being it the first time for me and my girlfriend travelling to Boracay i wanted to make it a special and memorable trip for us. I came across Savoy's Dine Under The Stars service as a surprise for my girlfriend and gave it a go, which i can say was worth every penny. You get what you paid for, wanted a nice romantic and peaceful dinner and that's what you get even more than what's expected.   Karren the Hotel's Events Specialist was so helpful and thorough throughout the process of reservation and provided every key details that is needed upto the last minute and provided everything that was requested.  Marlon our personal butler was really hospitable and fun, took great photos of us and was really attentive to our needs he gives you the privacy of spending a great dinner…",5,April 2023
"One of the best hotel. Good room, great buffet breakfast, enjoyed the pool, and very friendly and helpful personnel. Although it's a little bit far at D'mall area (+/-15 mins travel), Savoy have the regular shuttle to/from  this place.",5,April 2023
"If your looking for a comfortable and pleasant stay at the busy resort of Boracay then don't look no further! Just a short ride from the hussle and bustle of the busy Stations 1,2 and 3. It has great facilities (the swimming pools and gym/spa) and an amazing private beach just a few minutes walk away. Staff are friendly and a great buffet breakfast, yet it would have been nicer if they extended the time by an extra hour. Will definitely stay at this hotel next time we visit this beautiful island.",5,April 2023
"Great place to stay for a quiet trip with family, altho abit far from the island stations the complimentary shuttle makes up for it. The staffs are all friendly and nice would definitely come back again. ",5,March 2023
"We had a great time! Greeted by the very accommodating Manager Rein and the front desk staff (Sarah and Benedict). As we arrived earlier than check in time, they pleasantly let us wait at the pool area. We have lunch at Savoy cafe assited by Rachelle. Plenty of food choices. They are always ready to assist and answer your queries.  Little did we know they prepared a welcome surprise to as we are on our honeymoon! Simple ways that make us feel loved.  Buffet breakfast is a must and its a feast for eyes and your tummy! We forgot to bring our tripod but good thing Jade was there to take our photos by the pool!  You should take time to visit their exclusive beach with the view of the Boracay keyhole. Spacious and quiet place to relax perfect for destressing while listening to the…",5,April 2023
"Our stay here at Savoy was very comfortable and fun. Personally, I enjoyed strolling along the peaceful streets, which felt like I was in BGC Highstreet in Taguig but with fresh air and surrounding nature. Their food at the cafè was top-tier and I loved how accommodating the staff were. We will definitely come back here.",5,March 2023
We had a grand experience staying at the hotel. The staff are nice. We enjoyed the free rides to Dmall. We had sumptous bfast buffet as well. We love the peaceful and quiet ambience of new coast. We'll surely comeback and stay in Savoy in our next vcay.,5,March 2023
"This hotel is one of our favorite so far. We came here for our family vacation and we had a very long trip going here and from the moment we checked in, the hotel staff and the ambiance made us feel energized and relaxed. We were surprised to see our room which was prepared with some nice and lovely touches. They also give us a complimentary dessert. Everything is excellent; their shuttle service they have free shuttle service to take you to a stations,the accommodation staff are very friendly and helpful special thank for Mr. Freeman for assisting and always checking us if our room was nicely clean and all the way through our check out 😊.Their pool is so wide and they also have this kiddy pool, which my daughter really loves.The breakfast buffet is definitely my fav during our…",5,March 2023
"We stayed last jan. Facilities are great. Free shuttle, 2 large pool and awesome private beach. Thanks to Freeman for assisting us in check in and taking extra care of our room. Good Job. Will be back soon. ",5,December 2022
We stayed last Feb with my family. Wide lobby so much fresh air. Large pool and gym. Private beach is awesome. The cove is so much pic to take. LOVE IT. Room is spacious and clean. Little bit of smell in the Cr but Freeman from housekeeping takes care of it. And so pro in handling our concerns! Food is great. Staff are awesome!! 5STAR for me Amy my family ❤️,5,February 2023
"very nice hotel and enjoy the foam pool party, receptionist was accommodating every greets you along the way. relaxing , peaceful, not crowded, the binagoongan lechon rondalla was superb !! the facade is nice over all satisfied!!",5,March 2023
I have the most amazing spa treatment at Savoy. Ms Tina is soooo good. I feel relaxed and renewed. Ready for more walk on the beach.. thank you Savoy! I really enjoy my time and I will definitely book again.,5,March 2023
Amazing hotel. It was my first visit to boracay and I had a great stay. I want to specifically mention Lyn the front receptionist for welcome and helping me with all the questions. I also want extend my thanks to all the wonderful staffs for making me feel comfortable. I highly recommend this amazing hotel for everyone visiting boracay. ,5,March 2023
"First time to stay in Savoy, First, thank you to Jeffrey (shuttle service) he was very helpful on the day of check in, I missed the scheduled pick up transportation in Station 2 going back to the resort and he was there on special guest trip drop off and he was kind enough to offer the transport service.    Check in was amazing and fast.  Room was clean and amazing with beautiful view of the newcoast landscape.  However, shower gel was not refilled but it's ok I have my own toiletries.    Beach, not as crystal clear as the white beach but resort landscape was awesome.  Good 10 minute walk from the resort  to the beach area.  Pool looks great as well, However I was not able to try it as I spent most of the time in the beach area.  Shuttle service to and from the resort going to…",5,March 2023
"Hospitality 5/5: staff were very accommodating, very warm and welcoming, front desk and reception were always quick to address any concerns and in assisting. Very speedy check in and check out facilitated by Ms Cheska. Transport personnel, restaurant staff, housekeeping were all extremely helpful.  Always with a warm and genuine smile and greetings.  Location 4/5: 30-40 minute ride from the port but transport can be arranged atleast 7 days prior to check in. Regular van and shuttle available as well that can take you from the hotel to the main beach (drop off at DMall station 2) and a short trip to the Cove.   Pool & Private Beach 5/5: pool sizes were just right for both adults and kids. Very well maintainer. The private beach was a gem. 5-10 minute walk tucked in an area away…",4,March 2023
"The staff named darwin is excellent & doing an amazing job give him a raise, It's very rare to find an emplovee who really passionate about their work! Y'all should promote him he really deserves it, satisfied!",5,March 2023
"The room is clean apart from what I expected that room slippers and bathrobe should be provided and some toiletries in a 4-star hotel. The breakfast buffet is quite good. The staff are amazing, especially Den. The shuttle should be available anytime and no need to book in advance.",3,March 2023
Me and fiance had a great time and enjoyed our stay at Savoy. We really appreciate the staff as they are friendly and accomodating. I would like to credit Ms. Lyn of front desk. She really help us and was attentive with our queries. She’s doing an excellent job. She even  extended her assistance even after we have checked out from the hotel.  The room that we stayed was clean and comfortable.  Food at the buffet was excellent as well. Definitely will recommend staying at Savoy Boracay.💕,5,February 2023
Thank you Savoy Hotel Boracay for the wonderful and beautiful experience for me and to my friends!  You exceed our expectations and for that we'll gonna also recommend your hotel to our friends and family so they could also experience what we experienced.  Kudos to all the staff And specially to Den and Chan from concierge for always assisting us in the dmall to make sure we can get back to the hotel  Definitely gonna be back here soon.💖,5,March 2023
"1. Staff - they are all very accommodating, polite, patient, cheerful and appreciative. I can feel that I am safe, they may be assisting to a lot of inquiries but they manage with graceful manner. I would like to commend the butler, sometimes they offer to take a pictures of me in sunrise and rock formation tour. 2. Food - breakfast buffet is so worth it, new and well cooked. I suggest if you could lower the price especially for solo travelers because I am solo but paying for 2pax in breakfast buffet. 3. Place - very clean, comfy, all sheets are new according to smell, the pool is superb not over populated. Far from stations 1-3 but the area is peaceful highly recommended if you want to rest, have a private beach, near the sunrise view. 4. Accessibility - it is far from the main…",5,March 2023
"Checked into The Savoy as an alternative to the busy Station 2 down at white beach for some peace and quiet. However this turned out to be anything but with loud, booming music, morning , noon and night. It was so loud that we had to move rooms as ours overlooked the pool area. The food was average at best, and whilst appreciating this to be a filipino hotel, breakfast offered no filipino alternatives, so was very limiting if you do not like filipino food. Service was poor with no clearing of plates, serving coffee etc. Whilst there is a lovely beach 5 minutes walk there is a shuttle service into White Beach, however this is very busy and over subscribed. Whilst the room and balcony were pleasent enough our overall stay was spoilt by the issues referred to. Not recommended.",2,March 2023
"Had a great experience at savoy. Darwin and Chad plus the rest of the staff are amazing. Very quiet area, away from all the tourist spots but savoy will provide transportation for you to go there. Only 15 mins drive. Would definitely stay here again. ",5,March 2023
"One of the best if not the best place to stay in Boracay! We enjoy the facility and they have 2 swimming pool and.  Cudos to Ms. Czarie of Front office and Mr. Manny, Mr. Cram and Mr. Den of Concierge For always assisting us for what we need specially on their complementary shuttle service.",5,February 2023
"My view was amazing. Top floor overlooking sunrise beach and another in the pool area. Lyn from front desk was simply amazing and made my stay 11/10. Had a small accident at Puka and the first aid responder here made sure I was patched up. Foam party, delicious drinks by the pool, friendly staff, van service, 24hrs 7-eleven in the hotel, clean rooms and changing variety of breakfast everyday. It was a remarkable experience for me and my friends who had two separate types of rooms. ",5,March 2023
"Awesome ambiance and great food. Well deserves to be promoted, both  with exemplary work attitude, miss Joy front desk and Mr  Jeef driver. Keep up the good work guys, as costumers also in the same fields we know how important satisfaction is for your clients.  Thanks",5,March 2023
"One of the cleanest hotels in Boracay & I've to applaud as well their attendant, named Darwin because he was pleasant and made our visit comfortable during our 3-day event.  Hope to have another trip to Boracay anew soon! ",4,January 2023
"Thank you for the great service, friendly and accommodating staffs, great food, nice view and offers a lot complimentary activities. They gave us cakes for my husband's birthday and for our honeymoon. They also offer free shuttle service going to station 2 and back to the hotel. They also have their own private beach. Over all it was a 10/10 EXPERIENCE,",5,March 2023
"0 on transport system… time consuming very hassle, also very few van for transport and the hotel is huge, Ratio is 200 to 1 as my estimate.. if you got stuck to some where you need to pay minimum 800 for special trip and 500 on etrikes… not advisable for family with kids very hassle transport system… better to stay near front beach… specially at night very hassle transport limited with a lot of guest lining up…",1,March 2023
the room was too small for a family with toddler as the space cannot fit an extra bed with luggages. bath room was too small too everything was too small for a large resort . checkout was average. the whole area is too big for a nice stroll and inconvenient,1,January 2023
All employees are amazing and accommodating. Room was spacious and tidy. Facilities are well maintained. They have 2 huge pools that you could enjoy. Food was undeniably great. You could feel the exclusivity of the place especially their beach. A highly recommended hotel if you want to relax in Boracay.,5,March 2023
"There were a lot of confirmed arrangements that weren't delivered last minute leaving organizers pressed for time to adjust, adding unnecessary expenses. People were nice and was showing willingness to do it but their capacity is just isn't there yet.  Food selection isn't great, was repetitive and bordering bland. We weren't advised that room refresh only happens every 3 days! So when some of our associates asked for a room refresh, they're told, it's not time for refresh yet. One of the associates brought their family, one of their kids had a bad tummy and vomited on the bed, instead of being asked for medical care, the first comment was, they will ask their management if the family had to pay for laundry for the sheets.   Over-all, this hotel has a long way to go. One could…",2,February 2023
"Pros -Food is really good specially their complimentary breakfast -nice room with balcony and pool view -comfy bed and pillows -complimentary shuttle, kayak and paddle board -there’s a gym, 7 eleven and gong cha milk tea inside  Cons -hotel food is really expensive -the bathroom has a bad smell -shuttle to and from d’ mall is by reservation on a 1st come 1st served basis and room number will be called before getting inside the van -no welcome drinks -staff are not well trained for customer service -beach is not exclusive for hotel guests and not so well maintained  -far from station 2 -not so much activities within the vicinity",3,February 2023
"We booked the hotel as early as last September for our honeymoon trip following our February wedding. We definitely enjoyed our stay! From being surprised with some balloons and cake upon check in, to simple sweet touches after every room make up, they definitely did their best to make our stay even more special. We enjoyed the privacy in the hotel. Despite having lots of guests, we did not feel like the hotel is crowded. We enjoyed swimming in the pool, walking along their own secluded beach, and having our dinners in the cafe. The complimentary shuttle going to and from D Mall also ensures that we get to experience the other side of Boracay. This is recommended for couples looking for privacy, families who enjoy some peace and friends looking for other IG worthy photos. We’ll…",5,February 2023
Most scenic views of all of its rooms. Staff are very welcoming. Shuttle service is available if you wanna go to the beach. Darwin is very helpful in assisting us for a room transfer because we are working. ,5,February 2023
"First time to stay here in Savoy, Overall experience was great had a minor hiccup, but Kudos to Albert for taking the time and effort to make it right. Thanks again for the birthday setup and room upgrade 🥰 Will soon return with family and friends.",5,February 2023
"Had my wedding here at Savoy. Ceremony on their beach and reception inside of Savoy's Ball Room. Planning was a bit stressful in the beginning but closer to the wedding, the new event coordinator Karren, did a fabulous job. She was hands on, and paid attention to every detail that we requested. Food was buffet style provided by the venue and everything was delicious. Overall, I would recommend others to have their events here also. Ask for Karren and you will not be disappointed.",5,January 2023
They provide memorable experiences rather than plain service. Savoy incorporate the latest trends in their services and know how to shift from service delivery to creating personalized and unique experiences that customer love.   Thank you for making our anniversary extra special.,5,February 2023
Food is not that cheap but they deliver on quality. Portion size is good. If you are staying at SaVoy Hotel you also get a 15% discount on your meals. Would defintely recommend to friends. The grilled cheese w/ roasted tomato soup was a favorite for my wife and I.,4,February 2023
"Thank you so much Darwin for assiting us..very nice and also chad.were so happy to come her  we were surely back her again.we will recomment to other family.room are clean,food are nice.Thank you savoy Hotel Boracay",5,February 2023
Everything in Savoy is superb. What my husband and I love the most is the complimentary breakfast buffet. U get more than what you paid for. It will be our go to hotel in Boracay on our future visits.,5,February 2023
"service and cleanliness at its best! from front desk, housekeeping and pool, though the restaurant needs a little update..  bench seating is too low, but still happy with the breakfast buffet.  shuttle service is ok as long as you have done your reservations going to and coming back. the area is beautiful and quiet, the private beach is ok, tranquil and serene. ",4,February 2023
"Service at the Savoy is quite good when we ask for assistance the staff is very helpful, friendly and polite. We had a little hiccups at the start but itwas sorted up promptly. Overall our stay here has been very pleasant. ( Melchor is our buddy he's very helpful. )",4,February 2023
"great place to stay for those who wants privacy and peaceful place. Savoy is the place to be. Quick escape to the crowded beach. With free shuttle going to white beach very accessible. Private beach is 5 mins walk from the hotel or you can ride a shuttle going there. Buffet breakfast is the best ☺️ Every days is new menu. Savoy is best place for couple, family and even for solo traveler.",5,January 2023
